,class
34742,p
1604,p
31502,e
31607,e
32894,p
10142,p
20747,e
8171,p
17690,e
54875,e
44202,p
43677,e
2163,p
10834,p
51406,e
2930,e
41056,p
50047,p
10248,e
21955,e
6897,e
41899,p
41489,p
34614,p
18878,e
12468,e
40620,p
17428,e
55153,e
41219,p
50380,p
40774,p
8874,p
51973,e
42026,e
53554,p
23019,p
33430,p
53223,e
37957,p
21727,e
14274,e
10275,e
40563,p
53866,p
24070,e
11250,p
43912,e
25810,p
2670,e
6099,p
60138,p
13535,p
36422,p
42327,e
12167,p
25959,p
3030,e
5405,e
52926,e
60018,p
22839,p
8008,p
36790,p
1482,p
31283,e
55652,e
57247,p
36267,e
54269,p
44931,p
16354,e
20870,p
60435,e
1064,e
6506,e
38576,p
23210,p
29935,e
3973,p
50924,p
27796,p
13441,p
59130,p
46529,e
28087,p
48975,e
58453,e
26800,p
41468,p
22359,e
3725,p
52576,e
15301,e
11239,p
55003,e
777,p
16633,e
15454,e
12527,e
43972,e
8696,e
29378,p
42589,e
8444,p
12464,e
58790,p
2148,p
14279,e
44579,p
25254,e
40758,p
30460,e
28116,p
23600,p
46450,e
39001,p
55069,e
56949,e
57927,p
38263,p
47543,p
29800,e
32619,p
29616,p
8809,e
36329,e
6326,p
32008,p
13534,p
24792,e
59472,p
23965,p
57686,p
44329,p
15964,e
16802,e
11002,p
8686,e
39856,p
26333,e
31135,e
37100,p
53290,e
58889,p
38332,p
8614,e
9759,p
49554,e
1567,p
26151,e
2198,p
22356,e
20878,p
39676,p
46791,e
51874,e
6244,p
16901,e
20901,p
29783,e
32328,p
43091,p
34550,p
60509,e
60870,p
7664,p
52866,e
33862,e
45669,e
20900,p
59322,p
37822,p
40187,p
56564,p
34631,p
40815,p
20217,e
34751,p
18486,p
57053,e
59373,p
52098,e
35251,e
16603,e
40305,p
37553,p
54014,p
33800,e
5669,e
52276,e
1413,p
8471,p
13903,p
34629,p
13032,p
47032,p
34574,p
30182,p
4475,e
29959,e
45313,e
15865,p
26731,p
25317,e
45219,e
45696,e
39053,p
49636,e
1026,p
40297,p
18679,p
53746,p
51310,e
31854,p
21297,e
5203,e
4261,e
21146,p
16679,e
40834,p
27892,p
37745,p
2401,p
18153,e
21295,e
39238,p
27481,p
44729,p
40175,p
50705,e
58691,p
8813,e
58593,e
6835,e
7315,p
3136,e
29921,e
53846,p
7598,p
20777,e
53255,e
40403,p
55401,e
43952,e
56156,p
49831,p
4578,e
33462,p
3123,e
8418,p
22723,p
56468,p
42772,e
58480,e
17859,e
43903,e
39734,p
13373,p
30951,p
18439,p
37656,p
13582,p
30190,p
47875,p
22270,e
53926,p
24152,e
19593,p
412,p
45745,e
49708,e
11480,e
56069,e
34675,p
6299,p
13980,p
38846,p
29551,p
1138,e
3281,e
447,p
54368,e
20656,e
12228,p
22936,p
32788,p
27758,p
56676,p
2823,e
52250,e
23831,p
49666,e
59488,p
21873,e
6409,e
59701,p
39647,p
15867,p
48960,e
29606,p
9250,e
57401,p
6159,p
2179,p
57832,p
18856,e
17860,e
4154,p
37938,p
9445,e
58327,e
47108,p
33412,p
57820,p
25943,p
24665,e
14121,e
34755,p
12721,p
12684,e
37488,p
47344,p
17083,p
18836,e
38775,p
3568,p
35371,p
18074,e
56775,p
3466,e
31622,e
58017,p
51182,p
13809,p
16192,e
50995,p
24427,e
11253,p
29191,p
17420,e
17639,e
31678,e
56414,p
37074,p
57018,e
45355,e
26005,p
30727,p
56771,p
32929,p
10333,e
51615,e
49482,e
11918,e
58648,p
49988,p
47903,p
43662,e
39397,p
53377,p
20435,e
30898,p
22714,p
16329,e
17278,p
26418,e
29437,p
11711,e
9311,e
24880,e
52002,e
693,p
3903,p
3062,e
23309,p
54055,p
12140,p
22841,p
60607,e
9212,e
56087,e
20047,p
27612,p
26843,e
54545,e
20003,p
53649,p
52738,e
13994,p
58604,p
28162,p
14070,p
13507,p
58420,e
51666,e
15088,e
49313,e
22070,e
2415,p
30249,p
36424,p
3194,e
28229,p
8375,p
6070,p
50550,e
19257,p
41421,p
52375,e
7703,p
24090,e
7277,p
3275,e
20199,e
5090,e
56859,e
29940,e
28815,p
45899,e
14106,p
60847,p
5062,e
53899,p
6695,e
48910,e
24094,e
18563,p
11585,e
42337,e
53297,e
28081,p
29497,p
30011,p
28854,p
3482,e
24782,e
40023,p
19089,p
4173,p
22852,p
4569,e
6271,p
59956,p
11371,e
20229,e
53129,e
48440,e
55140,e
15668,p
42243,e
57534,p
31647,e
41884,p
30429,e
54789,e
37616,p
9072,p
60091,p
38,p
9428,e
8822,e
41295,p
29229,p
36939,p
20693,e
53155,e
20552,e
3093,e
31747,e
45719,e
29009,p
46912,e
47253,p
51820,e
19057,e
38773,p
34045,p
50708,e
48959,e
48334,p
35992,p
45548,e
3586,p
25553,p
60014,p
31729,e
24353,e
1660,p
38016,p
30597,e
2835,e
43728,e
12289,p
36279,e
42549,e
33848,e
29461,p
58283,e
42391,e
9619,p
29533,p
25256,e
19713,p
2215,p
39200,p
45520,e
56595,p
15605,p
49908,p
26829,e
25964,p
6709,e
2447,p
28849,p
2080,e
32828,p
49036,e
13461,p
4795,e
850,p
32367,p
57503,p
9476,e
17680,e
28122,p
58288,e
11874,e
26668,p
21629,e
43170,p
39144,p
30297,p
30403,e
45851,e
55253,e
24372,e
16646,e
54558,e
12202,p
61064,p
46625,e
36117,e
51642,e
30974,p
16511,e
54793,e
42725,e
21866,e
49133,e
2214,p
31984,p
5932,e
36916,p
30257,p
18545,p
60544,e
18671,p
8009,p
31438,e
30224,p
15314,e
41503,p
56327,p
49350,e
51324,e
33582,e
50599,e
54870,e
30282,p
5693,e
4896,e
56787,p
3598,p
42472,e
6810,e
43524,e
38204,p
34370,p
16696,e
56604,p
6917,e
5721,e
14504,e
18196,e
9224,e
43043,e
32332,p
19865,p
30411,e
53039,e
12567,e
21735,e
44719,p
9038,p
21001,p
29734,e
30119,p
54102,p
33494,p
32685,p
27952,p
30399,e
50140,p
55918,e
23532,p
20801,e
12592,e
16211,e
3163,e
38607,p
56116,e
35533,p
49752,e
53733,p
30151,p
34367,p
29118,p
22468,e
2266,p
27446,p
3440,e
46876,e
13065,p
2603,e
58021,p
35077,e
58652,p
24783,e
42441,e
59265,p
12014,p
13542,p
50085,p
39926,p
6466,e
14941,e
40320,p
35347,p
10409,e
26574,p
41624,p
1184,e
27730,p
49774,p
15938,e
31163,e
50578,e
54302,p
15930,e
34762,p
30731,p
12164,p
5075,e
46957,p
53734,p
51518,e
6243,p
44030,e
56064,e
37910,p
11569,e
26258,e
22975,p
26381,e
5621,e
18490,p
33610,e
58402,e
40671,p
26693,p
37702,p
32865,p
19040,e
19977,p
23269,p
48929,e
24297,e
4890,e
41446,p
3525,e
37022,p
6615,e
45638,e
17355,e
58602,p
53138,e
5535,e
4495,e
43223,p
5389,e
27714,p
11578,e
59055,p
40853,p
15286,e
19174,p
35246,e
58858,p
2848,e
36987,p
9613,p
45366,e
46745,e
50428,p
51553,e
14231,e
57604,p
20798,e
4535,e
33763,e
52157,e
17215,p
48468,e
8559,e
24416,e
59481,p
60815,p
20688,e
42511,e
30768,p
25683,p
25219,e
60230,p
55386,e
5812,e
55365,e
43387,p
10042,p
39109,p
15674,p
12250,p
59697,p
39209,p
40092,p
9312,e
6862,e
33725,e
40116,p
731,p
60919,p
22672,p
52573,e
33524,p
33874,e
57595,p
36004,p
38404,p
58293,e
21918,e
49322,e
58917,p
34927,p
13067,p
35948,p
9924,p
1383,e
21100,p
52925,e
47010,p
3130,e
57137,e
5404,e
29836,e
1638,p
972,p
39141,p
41404,p
29666,e
5400,e
19005,e
26848,e
42450,e
52310,e
15080,e
22377,e
38540,p
25434,p
8593,e
14583,e
40775,p
23006,p
22421,e
25770,p
23408,p
732,p
54210,p
39111,p
23695,p
60218,p
25548,p
17943,e
44369,p
47051,p
22643,p
6349,p
38621,p
30865,p
32677,p
38944,p
31637,e
60313,p
56943,e
49253,e
23311,p
31852,p
11415,e
5292,e
330,p
13393,p
55858,e
40422,p
17494,e
47501,p
1968,e
25615,p
30044,p
13966,p
2240,p
17900,e
27738,p
20038,p
10414,e
1894,e
57536,p
18228,e
34334,p
35443,p
51394,e
25233,e
5970,e
31557,e
30724,p
13988,p
13729,p
4951,e
41455,p
31542,e
24331,e
1913,e
29353,p
36114,e
56135,p
6902,e
34450,p
24232,e
13639,p
60184,p
52171,e
37804,p
30404,e
13465,p
58316,e
39835,p
21352,e
30289,p
44651,p
27032,e
55658,e
1833,e
48348,p
60943,p
21532,e
51839,e
50978,p
31092,e
25242,e
13678,p
56112,e
28829,p
51451,e
57724,p
31616,e
50007,p
23471,p
38682,p
2889,e
19151,p
36256,e
49818,p
41637,p
36908,p
2936,e
3574,p
11481,e
43935,e
56186,p
20994,p
36977,p
11864,e
19982,p
44396,p
29870,e
41721,p
46495,e
59115,p
16236,e
55777,e
49762,e
26811,p
50902,p
44213,p
36190,e
60539,e
57205,p
8581,e
14422,e
16305,e
21214,e
11352,e
48986,e
11138,p
8012,p
58028,p
10007,p
12856,p
39851,p
50568,e
60427,e
54894,e
20498,e
9631,p
23673,p
31407,e
37992,p
43634,e
30408,e
31594,e
26361,e
7881,p
59691,p
41588,p
21431,e
58755,p
33726,e
50931,p
40878,p
20021,p
3785,p
6264,p
6396,e
23395,p
34668,p
2983,e
50760,e
19947,p
44860,p
59294,p
25908,p
29820,e
40199,p
48135,p
10484,e
44999,p
50548,e
24385,e
13220,p
45273,e
11238,p
18325,e
15557,p
5103,e
11525,e
12647,e
6693,e
44709,p
18628,p
43463,e
48512,e
57732,p
38028,p
45103,p
24470,e
41010,p
43704,e
20411,e
2306,p
51841,e
42482,e
16637,e
59201,p
38029,p
5217,e
8279,p
2132,p
24772,e
16705,e
38356,p
12063,p
17552,e
17741,e
3680,p
4925,e
33047,p
30234,p
50888,p
9746,p
50092,p
52348,e
5660,e
22504,e
29506,p
41938,p
27404,p
24732,e
4223,p
30062,p
60921,p
8700,e
34683,p
8525,e
4753,e
46248,e
12681,e
31812,p
39657,p
2514,e
14143,e
24680,e
35710,p
36029,e
15737,p
42058,e
10958,p
19147,p
19063,p
53961,p
31956,p
49524,e
57521,p
15934,e
40482,p
55854,e
34090,p
19521,p
2527,e
52851,e
30554,e
11543,e
40703,p
1123,e
34732,p
21207,e
58927,p
2839,e
11617,e
47853,p
45023,p
46592,e
15334,e
19550,p
33050,p
41890,p
24521,e
51382,e
54782,e
48400,e
39682,p
33745,e
2406,p
17659,e
7829,p
13889,p
49346,e
561,p
41542,p
59889,p
16618,e
38014,p
2481,e
46209,e
45245,e
53611,p
25245,e
40298,p
46949,p
53765,p
1475,p
3220,e
9255,e
39305,p
52593,e
52209,e
50659,e
29756,e
49136,e
27784,p
56689,p
36581,p
4085,p
31364,e
10821,p
14254,e
11124,p
50798,e
28690,p
13005,p
6134,p
51661,e
23576,p
58746,p
39709,p
27181,p
34031,p
19484,p
32896,p
53015,e
8839,p
15296,e
44236,p
57933,p
54660,e
39388,p
22178,e
41094,p
29052,p
38983,p
15825,p
47267,p
47746,p
16176,e
41469,p
21664,e
6033,p
30864,p
46338,e
32543,p
27098,e
30393,e
30364,e
23571,p
18370,p
18749,e
22859,p
10858,p
31513,e
33853,e
3564,p
53697,p
25075,e
30097,p
25272,e
30573,e
37724,p
19693,p
26083,p
26130,e
45610,e
27792,p
30174,p
52233,e
22668,p
34722,p
33898,p
42767,e
30007,p
48162,p
38539,p
25733,p
48944,e
33052,p
6882,e
49936,p
58264,e
16408,e
36476,p
59487,p
41447,p
45324,e
20270,e
30788,p
50262,p
31958,p
53635,p
12122,p
46201,e
53017,e
48160,p
43670,e
45043,p
14973,e
43306,p
49795,p
59829,p
40286,p
9466,e
40880,p
15116,e
49423,e
47056,p
27622,p
20749,e
9042,p
22403,e
53326,p
24719,e
7337,p
30435,e
46133,e
7397,p
30073,p
42641,e
52762,e
52572,e
41150,p
14569,e
58481,e
2157,p
45500,e
45452,e
45090,p
37325,p
11340,e
42550,e
51943,e
40692,p
6223,p
4979,e
10482,e
28097,p
8259,p
56219,p
18197,e
52729,e
1848,e
57083,e
6825,e
6857,e
57670,p
39130,p
57421,p
6381,e
34023,p
19110,p
30373,e
61030,p
31091,e
17697,e
275,p
7496,p
17001,p
57395,p
24313,e
574,p
15112,e
30258,p
40829,p
36171,e
39207,p
52392,e
27740,p
14287,e
38229,p
35971,p
11976,e
25786,p
24540,e
4164,p
32533,p
35621,p
449,p
10305,e
6464,e
18769,e
54061,p
42820,e
40619,p
19959,p
36488,p
8347,p
45614,e
7000,e
14027,p
39322,p
26433,e
11078,p
14007,p
5314,e
9877,p
33163,p
26703,p
26428,e
3795,p
33265,p
23933,p
38552,p
57594,p
42287,e
47765,p
57545,p
16163,e
29667,e
60849,p
39731,p
27634,p
32783,p
11111,p
23824,p
17079,p
42457,e
42283,e
10069,p
10424,e
13233,p
1549,p
12794,p
20436,e
1950,e
39056,p
25792,p
22880,p
30640,e
14940,e
1009,p
4248,e
42346,e
461,p
30447,e
47518,p
47591,p
17379,e
11813,e
47403,p
50390,p
18262,e
36533,p
1669,p
39791,p
4490,e
57998,p
27671,p
45032,p
23011,p
21777,e
39133,p
59805,p
53371,p
27865,p
14568,e
3698,p
19698,p
19535,p
11294,p
13884,p
29168,p
23349,p
20533,e
21288,e
49715,e
24436,e
15106,e
45061,p
28009,p
56951,e
16506,e
54337,p
15961,e
35901,p
57176,e
46457,e
16961,p
32706,p
20681,e
44991,p
43279,p
9320,e
26202,e
46033,e
21688,e
24986,e
17567,e
28639,p
15440,e
5882,e
29253,p
50440,p
6879,e
12157,p
42081,e
42195,e
42220,e
31151,e
38380,p
53665,p
17631,e
52088,e
21681,e
20543,e
1736,p
24011,e
14200,e
20779,e
31779,p
49340,e
57859,p
34886,p
29594,p
40358,p
37226,p
59100,p
4286,e
13850,p
2348,p
54578,e
6669,e
33529,p
48008,p
43914,e
32924,p
20140,e
28593,p
17267,p
27754,p
1365,e
59922,p
33162,p
51701,e
50676,e
41275,p
15109,e
27065,e
48506,e
48732,e
50836,p
8641,e
53038,e
30084,p
16350,e
957,p
19220,p
27517,p
46849,e
40407,p
10777,p
17425,e
7673,p
45605,e
9084,p
18923,e
57648,p
32577,p
16856,e
28344,p
23731,p
33679,e
28749,p
40627,p
7863,p
37363,p
25172,e
18091,e
55366,e
36143,e
35909,p
57649,p
12295,p
23511,p
50692,e
35111,e
11307,e
17336,e
59436,p
6710,e
13322,p
18529,p
49746,e
54958,e
57445,p
16913,e
6811,e
803,p
17184,p
7081,p
51928,e
30658,e
32199,p
2469,p
20496,e
9408,e
60429,e
51958,e
29937,e
35433,p
6272,p
27075,e
27088,e
20888,p
6309,p
2872,e
8761,e
4180,p
35,p
45959,e
52181,e
15732,p
53025,e
28448,p
14673,e
46937,e
19620,p
7106,p
40108,p
20094,p
1033,p
11796,e
26501,p
42839,e
35106,e
48943,e
42284,e
17497,e
35168,e
45823,e
1989,e
24141,e
40502,p
27616,p
5549,e
24996,e
53855,p
27136,e
33032,p
29986,e
35387,p
5125,e
5884,e
23706,p
17275,p
48470,e
9216,e
57762,p
50104,p
18329,e
2356,p
3684,p
37532,p
38118,p
31652,e
41278,p
43577,e
11062,p
30861,p
31644,e
11363,e
18493,p
42542,e
38119,p
37847,p
17116,p
34911,p
29068,p
31685,e
2837,e
31544,e
30127,p
1928,e
51372,e
23558,p
40643,p
18185,e
12119,p
16609,e
55923,e
54787,e
14483,e
52003,e
23693,p
23091,p
45264,e
3294,e
14019,p
28563,p
39405,p
341,p
35682,p
18312,e
29183,p
27855,p
59093,p
48497,e
11739,e
60215,p
52965,e
44036,e
46740,e
9776,p
36096,e
31383,e
50414,p
30992,p
33419,p
27647,p
58530,e
24818,e
10367,e
35230,e
44844,p
48663,e
39068,p
22153,e
11983,e
44876,p
60187,p
38205,p
16768,e
39741,p
36375,p
11037,p
60258,p
49485,e
46499,e
54988,e
32148,p
57844,p
17920,e
59610,p
41643,p
57838,p
57110,e
26708,p
35329,p
24231,e
24036,e
5614,e
37317,p
47601,p
25168,e
45307,e
59896,p
10522,e
56105,e
59095,p
43157,p
10175,p
23096,p
29660,e
58354,e
44211,p
44042,e
3256,e
11033,p
25443,p
39761,p
17286,p
56129,p
56970,e
51892,e
55661,e
59794,p
31519,e
47488,p
1863,e
48474,e
41560,p
54510,e
42112,e
41636,p
488,p
39885,p
32309,p
56834,e
59411,p
24694,e
33267,p
26496,p
10011,p
34850,p
7851,p
52255,e
46953,p
38058,p
18756,e
22418,e
6050,p
33312,p
22681,p
48231,p
1656,p
56071,e
47216,p
309,p
41133,p
12861,p
26087,p
15580,p
25906,p
19831,p
8491,e
47895,p
59043,p
16591,e
4178,p
2184,p
37962,p
18751,e
45893,e
13782,p
41837,p
7014,e
18157,e
12623,e
15096,e
6972,e
49020,e
7801,p
22057,e
9550,p
14916,e
27480,p
12691,e
51744,e
60074,p
35771,p
42527,e
1144,e
44866,p
52519,e
8129,p
12755,p
29030,p
55266,e
16239,e
59430,p
56131,p
9151,p
16874,e
17018,p
34132,p
22700,p
26771,p
6059,p
37508,p
18396,p
19080,p
31403,e
42564,e
33325,p
38834,p
60515,e
38348,p
59018,p
28972,p
58407,e
3643,p
33388,p
18812,e
27348,p
7679,p
41491,p
33398,p
56478,p
14105,p
44484,p
34420,p
33116,p
53411,p
3287,e
7925,p
5543,e
24365,e
48014,p
5865,e
18117,e
24389,e
3448,e
8186,p
60828,p
4397,e
54416,e
2173,p
32610,p
50558,e
11071,p
31633,e
58312,e
823,p
3750,p
49281,e
54447,e
57770,p
32689,p
12051,p
20076,p
48138,p
53134,e
46134,e
59656,p
8037,p
19418,p
56379,p
51714,e
22149,e
43772,e
26488,p
17282,p
41099,p
37291,p
42082,e
29504,p
27875,p
40293,p
55473,e
45521,e
33371,p
21822,e
10321,e
7201,p
5478,e
47074,p
11857,e
22024,e
44378,p
44642,p
40862,p
31509,e
45097,p
9000,p
47736,p
35832,p
18016,e
9237,e
7457,p
47126,p
22857,p
59493,p
16057,e
30785,p
58185,p
22467,e
437,p
27527,p
22564,e
41061,p
56782,p
57766,p
9788,p
9388,e
27300,p
59989,p
33442,p
6679,e
34593,p
54889,e
12084,p
56283,p
21008,p
37808,p
29075,p
49021,e
59419,p
21731,e
26094,p
60444,e
34093,p
26575,p
24180,e
20420,e
4025,p
15231,e
11485,e
3003,e
55317,e
38449,p
12318,p
16658,e
9167,p
21877,e
35534,p
40454,p
31699,e
46969,p
1945,e
32215,p
27706,p
5981,e
26314,e
40340,p
14467,e
31297,e
24081,e
17485,e
42078,e
6977,e
46325,e
56866,e
30203,p
26329,e
33894,p
23584,p
46098,e
51220,e
54863,e
14014,p
14126,e
57874,p
28924,p
10656,p
8847,p
53944,p
42700,e
61028,p
39901,p
8784,e
30463,e
29062,p
36090,e
3318,e
54420,e
21111,p
55511,e
1621,p
44957,p
34439,p
40923,p
8518,e
42360,e
46904,e
46534,e
3622,p
54183,p
44963,p
9301,e
54338,p
23405,p
36937,p
24619,e
2180,p
42412,e
20139,e
23818,p
36951,p
29888,e
17810,e
44308,p
35541,p
44985,p
13025,p
30081,p
33603,e
28001,p
19225,p
14532,e
54593,e
24803,e
31346,e
21844,e
47677,p
12179,p
9753,p
39433,p
26338,e
23436,p
45775,e
38542,p
31581,e
22275,e
47647,p
30849,p
20712,e
56851,e
34770,p
41692,p
23457,p
7322,p
9845,p
22779,p
35459,p
55423,e
26394,e
9855,p
45778,e
44300,p
18920,e
53996,p
14291,e
16748,e
5779,e
21757,e
3138,e
7230,p
24922,e
6922,e
15420,e
38635,p
16995,p
5915,e
52838,e
50459,p
56074,e
59483,p
38391,p
41746,p
41612,p
34020,p
52549,e
10291,e
4003,p
54342,p
26172,e
58828,p
11968,e
53975,p
60110,p
1333,e
44970,p
30648,e
21742,e
13223,p
10112,p
2378,p
26049,p
57235,p
55759,e
27367,p
47805,p
39799,p
7170,p
49927,p
18539,p
10577,e
19272,p
22569,e
15102,e
51790,e
12695,e
56172,p
4067,p
60894,p
8397,p
59312,p
20563,e
47270,p
30164,p
43178,p
10586,e
53470,p
26482,p
21599,e
40533,p
40493,p
47721,p
1484,p
9081,p
41826,p
30889,p
38531,p
29373,p
36456,p
17227,p
9843,p
84,p
49548,e
41524,p
524,p
18837,e
27877,p
44028,e
23973,p
49539,e
17356,e
39775,p
8148,p
29099,p
13417,p
60315,p
16442,e
47241,p
40746,p
3682,p
39531,p
18140,e
30585,e
3800,p
2218,p
12835,p
802,p
56449,p
7511,p
57887,p
26569,p
26978,e
5074,e
241,p
60088,p
5004,e
20892,p
58314,e
25345,e
4076,p
47444,p
29815,e
21360,e
39572,p
55920,e
17201,p
4404,e
55736,e
15708,p
17969,e
15241,e
33129,p
44868,p
5971,e
28289,p
46765,e
47586,p
57735,p
8945,p
47180,p
6378,e
30786,p
3085,e
18163,e
13269,p
30873,p
38293,p
2841,e
32678,p
41704,p
17375,e
50483,e
48321,p
42851,e
60529,e
39962,p
16035,e
34162,p
4996,e
60842,p
56530,p
25501,p
31258,e
54592,e
42845,e
15764,p
43797,e
47728,p
35809,p
53081,e
9859,p
55846,e
23969,p
51740,e
19163,p
54462,e
1692,p
2858,e
22053,e
59941,p
7295,p
50432,p
24400,e
42102,e
25737,p
28738,p
21813,e
25263,e
3721,p
9211,e
36959,p
36300,e
29259,p
46531,e
32179,p
5169,e
2365,p
12957,p
49447,e
58955,p
43232,p
50413,p
55924,e
28835,p
41781,p
22146,e
36354,e
1273,e
37581,p
47627,p
1456,p
29401,p
52009,e
53303,p
3865,p
50356,p
4682,e
11195,p
20269,e
37311,p
29432,p
51516,e
14862,e
1075,e
9429,e
34493,p
49819,p
10942,p
37276,p
37027,p
8081,p
20020,p
24116,e
19702,p
17239,p
57597,p
3271,e
40603,p
57087,e
29243,p
16914,e
5432,e
51640,e
4176,p
36295,e
2288,p
21274,e
10122,p
21672,e
43204,p
44535,p
55507,e
32802,p
180,p
11177,p
21013,p
23125,p
4582,e
31876,p
26894,e
57992,p
13298,p
12518,e
30859,p
10812,p
17103,p
17727,e
59608,p
33139,p
17334,e
5526,e
52586,e
14992,e
3278,e
2387,p
49716,e
11940,e
57072,e
57129,e
42557,e
28616,p
35381,p
19238,p
46935,e
32552,p
11534,e
6041,p
31725,e
45797,e
35423,p
37243,p
60079,p
47172,p
8141,p
1070,e
44171,p
25418,p
48212,p
19451,p
5857,e
50542,e
46021,e
38448,p
60490,e
19778,p
13436,p
44233,p
45556,e
53638,p
1534,p
12155,p
31412,e
3339,e
19557,p
33520,p
26177,e
21878,e
47472,p
7864,p
8028,p
9862,p
54790,e
30635,e
17159,p
55104,e
